ExerciseKey,ContentId,Instruction,NotesToRead,AllAnswers,PossibleAnswers,CorrectAnswer
hilfslinien_violin_zweigestrichene_oktave,6,"Bezeichne die Note","X:1 % L:4/4 % K:C % _e","c'',d'',e'',f'',g'',a'',h'',cis'',es'',fis'',b''","c'',d'',e'',f'',g'',a'',h'',cis'',es'',fis'',b''","es''"
hilfslinien_violin_zweigestrichene_oktave,7,"Bezeichne die Note","X:1 % L:4/4 % K:C % ^f","c'',d'',e'',f'',g'',a'',h'',cis'',es'',fis'',b''","c'',d'',e'',f'',g'',a'',h'',cis'',es'',fis'',b''","fis''"
hilfslinien_violin_zweigestrichene_oktave,8,"Bezeichne die Note","X:1 % L:4/4 % K:C % _b","c'',d'',e'',f'',g'',a'',h'',cis'',es'',fis'',b''","c'',d'',e'',f'',g'',a'',h'',cis'',es'',fis'',b''","b''"
hilfslinien_violin_dreigestrichene_oktave,1,"Bezeichne die Note","X:1 % L:4/4 % K:C % c'","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","c'''"
hilfslinien_violin_dreigestrichene_oktave,2,"Bezeichne die Note","X:1 % L:4/4 % K:C % e'","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","e'''"
hilfslinien_violin_dreigestrichene_oktave,3,"Bezeichne die Note","X:1 % L:4/4 % K:C % g'","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","g'''"
hilfslinien_violin_dreigestrichene_oktave,4,"Bezeichne die Note","X:1 % L:4/4 % K:C % b'","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","h'''"
hilfslinien_violin_dreigestrichene_oktave,5,"Bezeichne die Note","X:1 % L:4/4 % K:C % ^c'","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","cis'''"
hilfslinien_violin_dreigestrichene_oktave,6,"Bezeichne die Note","X:1 % L:4/4 % K:C % _e'","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","es'''"
hilfslinien_violin_dreigestrichene_oktave,7,"Bezeichne die Note","X:1 % L:4/4 % K:C % ^f'","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","fis'''"
hilfslinien_violin_dreigestrichene_oktave,8,"Bezeichne die Note","X:1 % L:4/4 % K:C % _b'","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","b'''"
hilfslinien_violin_alle_oktaven,1,"Bezeichne die Note","X:1 % L:4/4 % K:C % ^c","g,cis'',h',es',fis,e'''","g,cis'',h',es',fis,e'''","cis''"
hilfslinien_violin_alle_oktaven,2,"Bezeichne die Note","X:1 % L:4/4 % K:C % G,","g,cis'',h',es',fis,e'''","g,cis'',h',es',fis,e'''","g"
hilfslinien_violin_alle_oktaven,3,"Bezeichne die Note","X:1 % L:4/4 % K:C % B","g,cis'',h',es',fis,e'''","g,cis'',h',es',fis,e'''","h'"
hilfslinien_violin_alle_oktaven,4,"Bezeichne die Note","X:1 % L:4/4 % K:C % e'","g,cis'',h',es',fis,e'''","g,cis'',h',es',fis,e'''","e'''"
hilfslinien_violin_alle_oktaven,5,"Bezeichne die Note","X:1 % L:4/4 % K:C % _E","g,cis'',h',es',fis,e'''","g,cis'',h',es',fis,e'''","es'"
hilfslinien_violin_alle_oktaven,6,"Bezeichne die Note","X:1 % L:4/4 % K:C % ^F,","g,cis'',h',es',fis,e'''","g,cis'',h',es',fis,e'''","fis"
stammtoene_bass_cde_lesen,1,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % C,","c,d,e","c,d,e","c"
stammtoene_bass_cde_lesen,2,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % D,","c,d,e","c,d,e","d"
stammtoene_bass_cde_lesen,3,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % E,","c,d,e","c,d,e","e"
stammtoene_bass_cde_schreiben,1,"Schreibe die Note: c","","","","c"
stammtoene_bass_cde_schreiben,2,"Schreibe die Note: d","","","","d"
stammtoene_bass_cde_schreiben,3,"Schreibe die Note: e","","","","e"
stammtoene_bass_efg_lesen,1,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % E,","e,f,g","e,f,g","e"
stammtoene_bass_efg_lesen,2,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % F,","e,f,g","e,f,g","f"
stammtoene_bass_efg_lesen,3,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % G,","e,f,g","e,f,g","g"
stammtoene_bass_efg_schreiben,1,"Schreibe die Note: e","","","","e"
stammtoene_bass_efg_schreiben,2,"Schreibe die Note: f","","","","f"
stammtoene_bass_efg_schreiben,3,"Schreibe die Note: g","","","","g"
stammtoene_bass_c_bis_g_lesen,1,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % C,","c,d,e,f,g","c,d,e,f,g","c"
stammtoene_bass_c_bis_g_lesen,2,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % D,","c,d,e,f,g","c,d,e,f,g","d"
stammtoene_bass_c_bis_g_lesen,3,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % E,","c,d,e,f,g","c,d,e,f,g","e"
stammtoene_bass_c_bis_g_lesen,4,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % F,","c,d,e,f,g","c,d,e,f,g","f"
stammtoene_bass_c_bis_g_lesen,5,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % G,","c,d,e,f,g","c,d,e,f,g","g"
stammtoene_bass_c_bis_g_schreiben,1,"Schreibe die Note: c","","","","c"
stammtoene_bass_c_bis_g_schreiben,2,"Schreibe die Note: d","","","","d"
stammtoene_bass_c_bis_g_schreiben,3,"Schreibe die Note: e","","","","e"
stammtoene_bass_c_bis_g_schreiben,4,"Schreibe die Note: f","","","","f"
stammtoene_bass_c_bis_g_schreiben,5,"Schreibe die Note: g","","","","g"
stammtoene_bass_gahc_lesen,1,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % G,","g,a,h,c'","g,a,h,c'","g"
stammtoene_bass_gahc_lesen,2,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % A,","g,a,h,c'","g,a,h,c'","a"
stammtoene_bass_gahc_lesen,3,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % B,","g,a,h,c'","g,a,h,c'","h"
stammtoene_bass_gahc_lesen,4,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % C","g,a,h,c'","g,a,h,c'","c'"
stammtoene_bass_gahc_schreiben,1,"Schreibe die Note: g","","","","g"
stammtoene_bass_gahc_schreiben,2,"Schreibe die Note: a","","","","a"
stammtoene_bass_gahc_schreiben,3,"Schreibe die Note: h","","","","h"
stammtoene_bass_gahc_schreiben,4,"Schreibe die Note: c'","","","","c'"
stammtoene_bass_alle_lesen,1,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % C,","c,d,e,f,g,a,h,c'","c,d,e,f,g,a,h,c'","c"
stammtoene_bass_alle_lesen,2,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % D,","c,d,e,f,g,a,h,c'","c,d,e,f,g,a,h,c'","d"
stammtoene_bass_alle_lesen,3,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % E,","c,d,e,f,g,a,h,c'","c,d,e,f,g,a,h,c'","e"
stammtoene_bass_alle_lesen,4,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % F,","c,d,e,f,g,a,h,c'","c,d,e,f,g,a,h,c'","f"
stammtoene_bass_alle_lesen,5,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % G,","c,d,e,f,g,a,h,c'","c,d,e,f,g,a,h,c'","g"
stammtoene_bass_alle_lesen,6,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % A,","c,d,e,f,g,a,h,c'","c,d,e,f,g,a,h,c'","a"
stammtoene_bass_alle_lesen,7,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % B,","c,d,e,f,g,a,h,c'","c,d,e,f,g,a,h,c'","h"
stammtoene_bass_alle_lesen,8,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % C","c,d,e,f,g,a,h,c'","c,d,e,f,g,a,h,c'","c'"
stammtoene_bass_alle_schreiben,1,"Schreibe die Note: c","","","","c"
stammtoene_bass_alle_schreiben,2,"Schreibe die Note: d","","","","d"
stammtoene_bass_alle_schreiben,3,"Schreibe die Note: e","","","","e"
stammtoene_bass_alle_schreiben,4,"Schreibe die Note: f","","","","f"
stammtoene_bass_alle_schreiben,5,"Schreibe die Note: g","","","","g"
stammtoene_bass_alle_schreiben,6,"Schreibe die Note: a","","","","a"
stammtoene_bass_alle_schreiben,7,"Schreibe die Note: h","","","","h"
stammtoene_bass_alle_schreiben,8,"Schreibe die Note: c'","","","","c'"
versetzungszeichen_bass_kreuz_cis_dis_fis,1,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % ^C,","cis,dis,fis","cis,dis,fis","cis"
versetzungszeichen_bass_kreuz_cis_dis_fis,2,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % ^D,","cis,dis,fis","cis,dis,fis","dis"
versetzungszeichen_bass_kreuz_cis_dis_fis,3,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % ^F,","cis,dis,fis","cis,dis,fis","fis"
versetzungszeichen_bass_b_des_es_ges,1,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % _D,","des,es,ges","des,es,ges","des"
versetzungszeichen_bass_b_des_es_ges,2,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % _E,","des,es,ges","des,es,ges","es"
versetzungszeichen_bass_b_des_es_ges,3,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % _G,","des,es,ges","des,es,ges","ges"
versetzungszeichen_bass_alle_kreuz,1,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % ^C,","cis,dis,eis,fis,gis,ais,his","cis,dis,eis,fis,gis,ais,his","cis"
versetzungszeichen_bass_alle_kreuz,2,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % ^D,","cis,dis,eis,fis,gis,ais,his","cis,dis,eis,fis,gis,ais,his","dis"
versetzungszeichen_bass_alle_kreuz,3,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % ^E,","cis,dis,eis,fis,gis,ais,his","cis,dis,eis,fis,gis,ais,his","eis"
versetzungszeichen_bass_alle_kreuz,4,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % ^F,","cis,dis,eis,fis,gis,ais,his","cis,dis,eis,fis,gis,ais,his","fis"
versetzungszeichen_bass_alle_kreuz,5,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % ^G,","cis,dis,eis,fis,gis,ais,his","cis,dis,eis,fis,gis,ais,his","gis"
versetzungszeichen_bass_alle_kreuz,6,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % ^A,","cis,dis,eis,fis,gis,ais,his","cis,dis,eis,fis,gis,ais,his","ais"
versetzungszeichen_bass_alle_kreuz,7,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % ^B,","cis,dis,eis,fis,gis,ais,his","cis,dis,eis,fis,gis,ais,his","his"
versetzungszeichen_bass_alle_b,1,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % _C,","ces,des,es,fes,ges,as,b","ces,des,es,fes,ges,as,b","ces"
versetzungszeichen_bass_alle_b,2,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % _D,","ces,des,es,fes,ges,as,b","ces,des,es,fes,ges,as,b","des"
versetzungszeichen_bass_alle_b,3,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % _E,","ces,des,es,fes,ges,as,b","ces,des,es,fes,ges,as,b","es"
versetzungszeichen_bass_alle_b,4,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % _F,","ces,des,es,fes,ges,as,b","ces,des,es,fes,ges,as,b","fes"
versetzungszeichen_bass_alle_b,5,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % _G,","ces,des,es,fes,ges,as,b","ces,des,es,fes,ges,as,b","ges"
versetzungszeichen_bass_alle_b,6,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % _A,","ces,des,es,fes,ges,as,b","ces,des,es,fes,ges,as,b","as"
versetzungszeichen_bass_alle_b,7,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % _B,","ces,des,es,fes,ges,as,b","ces,des,es,fes,ges,as,b","b"
versetzungszeichen_bass_alle_mit_oktaven,1,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % ^C,","As,cis,es',gis''","As,cis,es',gis''","cis"
versetzungszeichen_bass_alle_mit_oktaven,2,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % _E","As,cis,es',gis''","As,cis,es',gis''","es'"
versetzungszeichen_bass_alle_mit_oktaven,3,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % ^g","As,cis,es',gis''","As,cis,es',gis''","gis''"
versetzungszeichen_bass_alle_mit_oktaven,4,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % _A,,","As,cis,es',gis''","As,cis,es',gis''","As"
hilfslinien_bass_kleine_oktave,1,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % C,","c,d,e,f,g,a,h,cis,es,fis,b","c,d,e,f,g,a,h,cis,es,fis,b","c"
hilfslinien_bass_kleine_oktave,2,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % E,","c,d,e,f,g,a,h,cis,es,fis,b","c,d,e,f,g,a,h,cis,es,fis,b","e"
hilfslinien_bass_kleine_oktave,3,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % G,","c,d,e,f,g,a,h,cis,es,fis,b","c,d,e,f,g,a,h,cis,es,fis,b","g"
hilfslinien_bass_kleine_oktave,4,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % ^F,","c,d,e,f,g,a,h,cis,es,fis,b","c,d,e,f,g,a,h,cis,es,fis,b","fis"
hilfslinien_bass_kleine_oktave,5,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % _B,","c,d,e,f,g,a,h,cis,es,fis,b","c,d,e,f,g,a,h,cis,es,fis,b","b"
hilfslinien_bass_eingestrichene_oktave,1,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % C","c',d',e',f',g',a',h',cis',es',fis',b'","c',d',e',f',g',a',h',cis',es',fis',b'","c'"
hilfslinien_bass_eingestrichene_oktave,2,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % E","c',d',e',f',g',a',h',cis',es',fis',b'","c',d',e',f',g',a',h',cis',es',fis',b'","e'"
hilfslinien_bass_eingestrichene_oktave,3,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % G","c',d',e',f',g',a',h',cis',es',fis',b'","c',d',e',f',g',a',h',cis',es',fis',b'","g'"
hilfslinien_bass_eingestrichene_oktave,4,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % ^C","c',d',e',f',g',a',h',cis',es',fis',b'","c',d',e',f',g',a',h',cis',es',fis',b'","cis'"
hilfslinien_bass_eingestrichene_oktave,5,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % _E","c',d',e',f',g',a',h',cis',es',fis',b'","c',d',e',f',g',a',h',cis',es',fis',b'","es'"
hilfslinien_bass_zweigestrichene_oktave,1,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % c","c'',d'',e'',f'',g'',a'',h'',cis'',es'',fis'',b''","c'',d'',e'',f'',g'',a'',h'',cis'',es'',fis'',b''","c''"
hilfslinien_bass_zweigestrichene_oktave,2,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % e","c'',d'',e'',f'',g'',a'',h'',cis'',es'',fis'',b''","c'',d'',e'',f'',g'',a'',h'',cis'',es'',fis'',b''","e''"
hilfslinien_bass_zweigestrichene_oktave,3,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % g","c'',d'',e'',f'',g'',a'',h'',cis'',es'',fis'',b''","c'',d'',e'',f'',g'',a'',h'',cis'',es'',fis'',b''","g''"
hilfslinien_bass_zweigestrichene_oktave,4,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % ^f","c'',d'',e'',f'',g'',a'',h'',cis'',es'',fis'',b''","c'',d'',e'',f'',g'',a'',h'',cis'',es'',fis'',b''","fis''"
hilfslinien_bass_zweigestrichene_oktave,5,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % _b","c'',d'',e'',f'',g'',a'',h'',cis'',es'',fis'',b''","c'',d'',e'',f'',g'',a'',h'',cis'',es'',fis'',b''","b''"
hilfslinien_bass_dreigestrichene_oktave,1,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % c'","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","c'''"
hilfslinien_bass_dreigestrichene_oktave,2,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % e'","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","e'''"
hilfslinien_bass_dreigestrichene_oktave,3,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % g'","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","c''',d''',e''',f''',g''',a''',h''',cis''',es''',fis''',b'''","g'''"
hilfslinien_bass_alle_oktaven,1,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % E,","e,a,c',fis',d'',g'',es'''","e,a,c',fis',d'',g'',es'''","e"
hilfslinien_bass_alle_oktaven,2,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % C","e,a,c',fis',d'',g'',es'''","e,a,c',fis',d'',g'',es'''","c'"
hilfslinien_bass_alle_oktaven,3,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % d","e,a,c',fis',d'',g'',es'''","e,a,c',fis',d'',g'',es'''","d''"
hilfslinien_bass_alle_oktaven,4,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % _e'","e,a,c',fis',d'',g'',es'''","e,a,c',fis',d'',g'',es'''","es'''"
hilfslinien_bass_alle_oktaven,5,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % A,","e,a,c',fis',d'',g'',es'''","e,a,c',fis',d'',g'',es'''","a"
hilfslinien_bass_alle_oktaven,6,"Bezeichne die Note","X:1 % L:4/4 % K:C bass % ^F","e,a,c',fis',d'',g'',es'''","e,a,c',fis',d'',g'',es'''","fis'"
intervalle_rein_lesen,1,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [CC]2","reine Prime,reine Quarte,reine Quinte,reine Oktave","reine Prime,reine Quarte,reine Quinte,reine Oktave","reine Prime"
intervalle_rein_lesen,2,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [CF]2","reine Prime,reine Quarte,reine Quinte,reine Oktave","reine Prime,reine Quarte,reine Quinte,reine Oktave","reine Quarte"
intervalle_rein_lesen,3,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [CG]2","reine Prime,reine Quarte,reine Quinte,reine Oktave","reine Prime,reine Quarte,reine Quinte,reine Oktave","reine Quinte"
intervalle_rein_lesen,4,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [Cc]2","reine Prime,reine Quarte,reine Quinte,reine Oktave","reine Prime,reine Quarte,reine Quinte,reine Oktave","reine Oktave"
intervalle_gross_klein_sekunde_terz,1,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [C_D]2","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz","kl. Sekunde"
intervalle_gross_klein_sekunde_terz,2,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [CD]2","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz","gr. Sekunde"
intervalle_gross_klein_sekunde_terz,3,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [C_E]2","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz","kl. Terz"
intervalle_gross_klein_sekunde_terz,4,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [CE]2","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz","gr. Terz"
intervalle_gross_klein_sexte_septime,1,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [C_A]2","kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Sexte"
intervalle_gross_klein_sexte_septime,2,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [CA]2","kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","gr. Sexte"
intervalle_gross_klein_sexte_septime,3,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [C_B]2","kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Septime"
intervalle_gross_klein_sexte_septime,4,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [CB]2","kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","gr. Septime"
intervalle_gross_klein_alle,1,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [C_D]2","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz,kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz,kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Sekunde"
intervalle_gross_klein_alle,2,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [CD]2","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz,kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz,kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","gr. Sekunde"
intervalle_gross_klein_alle,3,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [C_E]2","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz,kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz,kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Terz"
intervalle_gross_klein_alle,4,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [CE]2","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz,kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz,kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","gr. Terz"
intervalle_gross_klein_alle,5,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [C_A]2","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz,kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz,kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Sexte"
intervalle_gross_klein_alle,6,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [CA]2","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz,kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz,kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","gr. Sexte"
intervalle_gross_klein_alle,7,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [C_B]2","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz,kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz,kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Septime"
intervalle_gross_klein_alle,8,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [CB]2","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz,kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","kl. Sekunde,gr. Sekunde,kl. Terz,gr. Terz,kl. Sexte,gr. Sexte,kl. Septime,gr. Septime","gr. Septime"
intervalle_vermindert_uebermaessig,1,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [C^F]2","überm. Quarte,verm. Quinte","überm. Quarte,verm. Quinte","überm. Quarte"
intervalle_vermindert_uebermaessig,2,"Bestimme das Intervall genau","X:6 % L:2/4 % K:C % [C_G]2","überm. Quarte,verm. Quinte","überm. Quarte,verm. Quinte","verm. Quinte"
tonleitern_dur_lesen,1,"Welche Dur Tonleiter ist das?","X:1 % L:1/4 % K:C % C D E F G A B c","C Dur,G Dur,F Dur,D Dur,B Dur","C Dur,G Dur,F Dur,D Dur,B Dur","C Dur"
tonleitern_dur_lesen,2,"Welche Dur Tonleiter ist das?","X:1 % L:1/4 % K:G % G A B c d e f g","C Dur,G Dur,F Dur,D Dur,A Dur","C Dur,G Dur,F Dur,D Dur,A Dur","G Dur"
tonleitern_dur_lesen,3,"Welche Dur Tonleiter ist das?","X:1 % L:1/4 % K:F % F G A B c d e f","C Dur,G Dur,F Dur,B Dur,Es Dur","C Dur,G Dur,F Dur,B Dur,Es Dur","F Dur"
tonleitern_dur_lesen,4,"Welche Dur Tonleiter ist das?","X:1 % L:1/4 % K:D % D E F G A B c d","C Dur,D Dur,A Dur,E Dur,G Dur","C Dur,D Dur,A Dur,E Dur,G Dur","D Dur"
tonleitern_dur_lesen,5,"Welche Dur Tonleiter ist das?","X:1 % L:1/4 % K:Bb % B c d e f g a b","F Dur,B Dur,Es Dur,As Dur,C Dur","F Dur,B Dur,Es Dur,As Dur,C Dur","B Dur"
tonleitern_dur_lesen,6,"Welche Dur Tonleiter ist das?","X:1 % L:1/4 % K:A % A B c d e f g a","D Dur,A Dur,E Dur,H Dur,G Dur","D Dur,A Dur,E Dur,H Dur,G Dur","A Dur"
tonleitern_dur_lesen,7,"Welche Dur Tonleiter ist das?","X:1 % L:1/4 % K:Eb % e f g a b c' d' e'","B Dur,Es Dur,As Dur,Des Dur,F Dur","B Dur,Es Dur,As Dur,Des Dur,F Dur","Es Dur"
tonleitern_moll_natuerlich_lesen,1,"Welche natürliche Moll Tonleiter ist das?","X:1 % L:1/4 % K:Am % A B c d e f g a","a Moll,e Moll,d Moll,h Moll,g Moll","a Moll,e Moll,d Moll,h Moll,g Moll","a Moll"
tonleitern_moll_natuerlich_lesen,2,"Welche natürliche Moll Tonleiter ist das?","X:1 % L:1/4 % K:Em % E F G A B c d e","a Moll,e Moll,h Moll,fis Moll,d Moll","a Moll,e Moll,h Moll,fis Moll,d Moll","e Moll"
tonleitern_moll_natuerlich_lesen,3,"Welche natürliche Moll Tonleiter ist das?","X:1 % L:1/4 % K:Dm % D E F G A B c d","a Moll,d Moll,g Moll,c Moll,e Moll","a Moll,d Moll,g Moll,c Moll,e Moll","d Moll"
tonleitern_moll_natuerlich_lesen,4,"Welche natürliche Moll Tonleiter ist das?","X:1 % L:1/4 % K:Bm % B c d e f g a b","e Moll,h Moll,fis Moll,cis Moll,a Moll","e Moll,h Moll,fis Moll,cis Moll,a Moll","h Moll"
